Manufacturer,Model,Price,Transmission,Power,Engine CC,Fuel,Male,Female,Unknown,Total
Ford,Sierra,18.2955625,4.875,70.25,1836.5,petrol,197414,44606,6408,248428
Ford,Ka+,15.46,5.0,60.8,1196.0,petrol,68783,165918,10289,244990
Toyota,Corolla,27.23911864,3.033898305,91.61016949,1677.949153,petrol,124731,76669,11238,212638
Citroen,Saxo,12.32981818,4.818181818,53.81818182,1367.272727,petrol,90466,113467,6189,210122
Peugeot,205,13.11525,4.75,50.875,1430.75,petrol,104785,92874,9742,207401
Renault,Laguna,34.02059211,5.552631579,99.0,1920.026316,diesel,156990,42366,6915,206271
Nissan,Primera,26.51269565,4.02173913,93.58695652,1933.021739,petrol,142409,38053,7392,187854
Peugeot,405,20.43008333,4.791666667,69.875,1773.0,petrol,136766,34522,6239,177527
Peugeot,406,28.60820513,4.756410256,92.82051282,2043.820513,petrol,136687,27865,6117,170669
Volkswagen,Passat,46.06451282,6.487179487,125.4358974,1835.846154,petrol,118149,27674,7533,153356
Citroen,Xsara,22.36209302,4.88372093,72.58139535,1743.44186,petrol,95606,48674,3567,147847
Toyota,Carina,17.44569231,4.692307692,68.26923077,1791.230769,petrol,101654,27651,6542,135847
Honda,Accord,39.39984314,5.784313725,117.7058824,2151.647059,petrol,104375,24420,6815,135610
Nissan,Almera,22.78208333,4.916666667,81.66666667,1847.666667,petrol,83129,46528,4633,134290
Mercedes,CLA,46.5274,7.04,131.6,1596.92,petrol,98413,27008,7411,132832
Citroen,AX,10.83275,5.0,45.0,1242.0,petrol,55507,70563,5833,131903
Ford,Orion,15.40377778,5.0,60.11111111,1593.111111,petrol,86596,31575,3746,121917
Citroen,ZX,16.05676923,4.923076923,67.0,1703.153846,petrol,74603,40640,5474,120717
Citroen,Xantia,24.84390244,4.756097561,84.92682927,1982.756098,petrol,88989,20930,4036,113955
Mazda,323,17.34364706,4.745098039,70.92156863,1683.607843,petrol,63201,43648,5095,111944
Audi,A4,57.92693548,6.161290323,149.7096774,2283.112903,petrol,81043,20330,5134,106507
Toyota,Yaris,20.7206,3.52,74.4,1397.8,petrol,39190,53360,8183,100733
Renault,19,16.29053333,4.8,57.86666667,1645.133333,petrol,58380,27988,3660,90028
Volvo,440,20.27896296,4.111111111,72.85185185,1832.888889,petrol,59078,24952,4039,88069
Ford,Granada,18.84548718,4.076923077,87.07692308,2326.358974,petrol,73774,11810,2141,87725
Mercedes,E,78.07322727,7.672727273,192.4,2598.818182,petrol,66289,12151,4835,83275
Land-Rover,Freelander,43.86363077,5.292307692,105.1692308,2083.523077,diesel,49664,27844,3995,81503
Peugeot,309,14.350125,4.875,59.5,1642.875,petrol,52084,25496,3065,80645
Hyundai,Accent,14.293,4.6,75.4,1479.0,petrol,41777,30291,2641,74709
Seat,Ibiza,19.93814035,5.649122807,76.31578947,1205.192982,petrol,36889,32657,3043,72589
Fiat,Brava,17.22277778,4.888888889,70.0,1615.333333,petrol,41991,25578,2677,70246
Skoda,Felicia,11.370625,5.0,48.0,1518.0,petrol,42248,24861,2795,69904
Toyota,Avensis,37.31523077,4.323076923,103.6769231,1873.261538,petrol,53446,12561,3182,69189
Fiat,Uno,11.28285714,4.285714286,49.28571429,1337.714286,petrol,32840,31119,3124,67083
Suzuki,Vitara,26.803,5.428571429,85.71428571,1310.0,petrol,34298,28063,3537,65898
Mazda,626,20.7195,4.71875,81.375,1950.90625,petrol,49636,12884,2619,65139
Audi,80,27.09825,4.666666667,91.75,2247.333333,petrol,48383,12408,2486,63277
Ford,Galaxy,53.78571429,6.0,124.8571429,1855.0,diesel,42557,17269,2830,62656
Nissan,Bluebird,14.4382,4.9,64.2,1891.7,petrol,45682,12949,2095,60726
Saab,900,37.00904545,4.590909091,114.6818182,2208.090909,petrol,38980,12991,3558,55529
Mazda,MX-5,37.46857143,5.857142857,103.4285714,1718.571429,petrol,25157,25194,3577,53928
Mercedes,190,36.64326667,4.466666667,88.73333333,2284.133333,petrol,38131,9812,2435,50378
Mercedes,A,31.1045119,4.547619048,93.01190476,1699.119048,petrol,23083,23990,2968,50041
Skoda,Fabia,19.00794118,5.205882353,66.97058824,1292.352941,petrol,27709,18375,2292,48376
Peugeot,307,27.46483636,4.872727273,86.45454545,1723.0,petrol,29086,16689,1189,46964
Toyota,Celica,31.5255,5.166666667,109.6666667,1861.833333,petrol,31077,12469,2286,45832
Volvo,S40,35.28132353,5.176470588,113.3529412,2106.5,petrol,32612,9901,2743,45256
Renault,Espace,59.0,7.0,166.0,1798.0,petrol,30840,11028,2204,44072
Volvo,V40,35.81481651,6.293577982,117.4311927,1921.46789,petrol,28955,11658,3105,43718
Saab,9000,41.616,4.6,125.36,2336.52,petrol,34244,7050,2190,43484
Volvo,940,30.236875,4.5,110.0,2316.0,petrol,32620,8133,2095,42848
Volvo,V70,50.96109091,6.181818182,135.2909091,1971.163636,diesel,32090,7222,3421,42733
Suzuki,Swift,19.08518182,3.727272727,68.90909091,1180.545455,petrol,18796,19953,2574,41323
Rover,45,23.322,3.75,84.2,1853.9,petrol,32010,8197,1064,41271
Daewoo,Lanos,13.24516667,4.833333333,66.66666667,1506.5,petrol,21880,16466,1742,40088
Volvo,850,36.38445588,4.5,125.7058824,2294.764706,petrol,30713,7184,2052,39949
Rover,75,39.35238095,5.0,98.04761905,1928.714286,petrol,32282,4795,1313,38390
Audi,A6,82.06090909,7.727272727,199.7272727,2790.454545,diesel,30607,5486,1986,38079
Audi,A3,36.21929825,6.473684211,94.33333333,1424.666667,petrol,21277,14118,2526,37921
Fiat,Bravo,22.455,6.0,92.30769231,1466.307692,petrol,21230,15167,1479,37876
Fiat,Tipo,23.585,5.8125,80.8125,1446.125,diesel,21974,14173,1709,37856
Fiat,Seicento,8.17,5.0,40.0,1108.0,petrol,12264,23672,1557,37493
Toyota,MR2,34.19,6.0,103.0,1794.0,petrol,24490,10621,1642,36753
Volkswagen,Beetle,33.25025,6.166666667,112.75,1475.0,petrol,15193,17289,1966,34448
Renault,21,20.35378947,4.789473684,67.68421053,1996.684211,petrol,24515,6999,1267,32781
Skoda,Octavia,30.65053846,6.346153846,95.0,1136.692308,petrol,25715,5444,1287,32446
Saab,9-3X,49.28583333,6.0,145.0,1963.666667,petrol,21850,7989,2221,32060
Toyota,Starlet,11.389,4.142857143,53.0,1308.285714,petrol,11369,18857,1493,31719
Mitsubishi,Carisma,22.69,4.8,82.2,1773.7,petrol,22765,7136,1182,31083
Skoda,Favorit,7.863333333,5.0,44.0,1289.0,petrol,19688,10065,1144,30897
Hyundai,Lantra,16.4455,4.666666667,78.0,1741.0,petrol,20036,8392,997,29425
Daewoo,Nexia,12.47666667,4.666666667,58.66666667,1498.0,petrol,16959,10923,1142,29024
Mercedes,300,62.39565385,4.384615385,135.5,2972.307692,petrol,22135,5010,1367,28512
Fiat,Panda,10.42388889,5.0,52.44444444,1095.777778,petrol,12866,13344,1293,27503
Mitsubishi,Colt,17.03876744,5.302325581,73.48837209,1374.046512,petrol,12086,12979,1274,26339
Ford,Scorpio,30.86290909,4.454545455,105.5454545,2458.909091,petrol,21914,3349,802,26065
Mini,Cooper,31.38814286,6.714285714,111.0,1711.571429,petrol,13195,11027,1691,25913
Fiat,Marea,20.1241875,4.875,79.875,1836.875,petrol,17865,5841,857,24563
Toyota,Previa,43.08,4.666666667,105.0,2239.666667,petrol,15817,6590,1433,23840
Honda,Prelude,27.78966667,4.666666667,110.6666667,2050.333333,petrol,16102,6227,1139,23468
Volvo,460,20.49710714,4.142857143,72.42857143,1824.428571,petrol,16022,5781,1003,22806
Mercedes,CLK,72.79589474,6.210526316,166.3157895,3041.0,petrol,15856,5684,1153,22693
Volkswagen,Sharan,45.6995,6.0,114.0,1854.2,diesel,14968,5848,1469,22285
Volkswagen,Bora,25.39952941,4.647058824,78.85294118,1891.588235,petrol,16266,4942,948,22156
Jaguar,S-Type,66.58842105,5.736842105,172.3157895,2934.631579,petrol,18443,2526,890,21859
Saab,09-May,52.95719388,5.653061224,146.122449,2031.469388,petrol,17547,2628,1299,21474
Subaru,Legacy,37.52210345,3.896551724,107.3793103,2084.37931,petrol,14601,4919,1390,20910
Alfa-Romeo,156,32.898125,5.333333333,116.2916667,2081.375,petrol,16172,3623,876,20671
Nissan,Terrano,37.01736842,4.736842105,97.57894737,2697.368421,diesel,14574,5338,706,20618
Mitsubishi,Galant,25.08266667,4.533333333,93.6,2127.333333,petrol,16018,3594,724,20336
Honda,Concerto,16.67175,4.5,74.0,1541.5,petrol,12868,6483,978,20329
Suzuki,Wagon,9.8628,5.0,50.0,1090.4,petrol,10643,8232,1373,20248
Audi,100,37.32636,4.76,101.12,2349.08,petrol,16050,3316,840,20206
Audi,TT,64.59222222,6.777777778,178.5555556,2011.555556,petrol,13681,5094,1261,20036
Volkswagen,Lupo,13.88308333,4.75,47.75,1373.75,petrol,6418,12550,1039,20007
Kia,Pride,9.358333333,4.333333333,47.0,1324.0,petrol,8582,10209,871,19662
BMW,Z3,39.7374,4.6,115.0,2234.4,petrol,10358,7737,1295,19390
Mercedes,ML,77.41666667,7.0,188.3333333,2876.0,diesel,12754,4917,921,18592
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,11598,5797,985,18380
Seat,Toledo,20.37,5.642857143,74.21428571,1324.357143,petrol,13734,3644,593,17971
Mercedes,SLK,61.86283333,6.833333333,184.1666667,2748.333333,petrol,8845,7688,1337,17870
Porsche,911,158.7922667,7.466666667,293.5333333,3005.4,petrol,14859,1410,683,16952
Seat,Leon,32.93965169,6.348314607,114.8202247,1615.370787,petrol,11593,4342,707,16642
Volkswagen,Jetta,31.30566667,6.259259259,96.92592593,1587.222222,petrol,11808,4027,651,16486
Toyota,Camry,30.0062,3.2,115.4666667,2245.6,petrol,12576,2654,750,15980
Ford,Maverick,29.151,5.0,89.0,2526.5,petrol,10838,3996,555,15389
Chrysler,Neon,19.71783333,4.0,98.0,1995.0,petrol,10397,4260,610,15267
Nissan,Serena,22.95383333,5.0,67.33333333,1908.166667,petrol,10006,4344,649,14999
MG,ZR,21.02333333,5.0,92.33333333,1729.333333,petrol,9363,4866,406,14635
Citroen,Berlingo,27.4386,6.34,85.28,1452.0,diesel,9732,4339,394,14465
Daewoo,Espero,16.80266667,4.5,71.0,1764.0,petrol,10946,3037,456,14439
Citroen,C5,34.9090566,5.603773585,104.2264151,1805.924528,diesel,11936,1842,427,14205
Ford,Probe,24.84,5.0,102.0,2244.0,petrol,10172,3018,447,13637
Suzuki,Baleno,17.587,4.083333333,73.08333333,1363.5,petrol,8356,4727,519,13602
Suzuki,Jimny,25.94322222,4.777777778,67.0,1372.666667,petrol,5412,6677,1196,13285
Mercedes,Sprinter,43.06842105,6.254385965,104.2017544,2222.710526,diesel,11355,1129,798,13282
Mini,One,24.09525,6.25,68.75,1498.25,petrol,5017,7239,938,13194
Porsche,Boxster,83.50125,6.5,213.5,3071.0,petrol,9960,2241,768,12969
Chrysler,Voyager,39.70773684,4.842105263,117.5789474,2719.842105,diesel,8659,3517,593,12769
Seat,Alhambra,49.82277778,6.0,115.8333333,1746.944444,petrol,8575,3145,751,12471
Citroen,C3,22.90364865,5.405405405,75.64864865,1364.0,petrol,6217,5978,241,12436
Seat,Arosa,13.70454545,4.818181818,47.45454545,1384.0,petrol,4676,7049,544,12269
Honda,HR-V,32.723,3.6,96.0,1498.0,petrol,6531,5143,552,12226
Seat,Cordoba,17.31241935,4.967741935,66.35483871,1655.741935,petrol,7975,3776,471,12222
Fiat,Tempra,17.91985714,4.19047619,64.47619048,1759.190476,petrol,8484,2851,422,11757
Volkswagen,Scirocco,33.70615385,6.153846154,120.1538462,1750.615385,petrol,8542,2505,392,11439
Ford,Cougar,32.11766667,4.666666667,115.3333333,2362.0,petrol,8421,2546,381,11348
Daewoo,Leganza,23.245,4.5,98.0,1998.0,petrol,8343,1867,349,10559
Citroen,XM,36.35965,4.55,110.5,2345.1,petrol,8393,1286,360,10039
Mazda,MX-3,22.127,5.0,83.0,1721.5,petrol,5085,4285,496,9866
Volkswagen,Vento,18.16715385,4.692307692,70.30769231,1932.153846,petrol,7064,2309,424,9797
Ford,Capri,11.7129,4.0,69.0,1864.8,petrol,8078,1404,186,9668
Suzuki,Alto,9.5628,4.6,50.0,996.0,petrol,3577,5331,567,9475
Nissan,Prairie,21.407,4.5,72.0,1974.0,petrol,6456,2615,397,9468
Alfa-Romeo,147,25.3433871,5.193548387,95.09677419,1802.774194,petrol,5774,3062,441,9277
Audi,Coupe,35.86943902,5.585365854,117.0243902,1980.634146,petrol,7518,1303,310,9131
Subaru,Justy,11.745,5.0,51.0,998.0,petrol,3956,4376,613,8945
Renault,25,22.35277778,4.222222222,80.92592593,1977.259259,petrol,7138,1421,278,8837
Mazda,121,13.191,5.0,51.33333333,1431.333333,petrol,3417,4868,430,8715
Renault,Safrane,31.79107143,4.571428571,104.1428571,2211.071429,petrol,7022,1220,365,8607
Kia,Sportage,43.97,6.6,115.3,1634.2,diesel,5246,3038,317,8601
Renault,Kangoo,18.76848837,4.860465116,67.02325581,1391.023256,diesel,4933,3226,342,8501
Volvo,S80,50.94,6.266666667,138.2833333,1986.766667,diesel,7134,761,561,8456
Mazda,Demio,14.7754,4.8,51.4,1428.4,petrol,4182,3913,330,8425
Audi,A2,23.0525,5.0,55.0,1406.0,petrol,4363,3455,522,8340
Fiat,Multipla,25.2075,5.0,80.5,1753.0,petrol,5040,2744,370,8154
Volvo,960,40.7645,4.333333333,133.3333333,2634.222222,petrol,6335,1223,373,7931
Mazda,Xedos,28.9602,4.4,100.8,1936.6,petrol,6100,1475,343,7918
Chrysler,PT,29.88478947,4.736842105,109.1052632,2238.631579,petrol,4851,2635,377,7863
Renault,11,11.63114286,4.428571429,47.14285714,1477.0,petrol,4939,2464,291,7694
Mitsubishi,Lancer,23.01661538,4.730769231,90.88461538,1709.538462,petrol,5034,2298,326,7658
Toyota,Picnic,25.29875,4.5,94.0,1998.0,petrol,4828,2332,470,7630
Suzuki,Ignis,19.45142857,3.571428571,61.0,1197.0,petrol,3571,3068,710,7349
Peugeot,806,29.57028571,5.0,84.0,1997.142857,diesel,5133,1846,335,7314
Porsche,944,59.4905,5.0,137.5,2734.5,petrol,6006,1024,278,7308
Volkswagen,Corrado,35.34,5.0,118.0,1781.0,petrol,5891,1051,280,7222
Lada,Samara,10.9158,5.0,49.8,1372.4,petrol,5242,1778,194,7214
Hyundai,Pony,10.32442857,4.142857143,54.35714286,1463.857143,petrol,4126,2657,284,7067
Kia,Shuma,15.16166667,4.666666667,75.0,1594.0,petrol,4941,1795,225,6961
Lotus,Elise,53.792,6.0,134.3333333,1730.0,petrol,5958,689,290,6937
Hyundai,Sonata,31.7425,4.833333333,119.6666667,2116.0,petrol,5449,1226,239,6914
Kia,Mentor,14.76166667,4.666666667,75.0,1594.0,petrol,4521,2117,213,6851
Fiat,Stilo,22.77681818,5.272727273,92.36363636,1837.363636,petrol,4448,1951,154,6553
Suzuki,SJ,8.4656,4.6,41.4,1182.4,petrol,4450,1796,254,6500
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,4194,2022,266,6482
Fiat,Ulysse,36.70125,4.875,91.75,2019.75,petrol,4385,1733,272,6390
MG,TF,32.09,4.0,98.2,1754.4,petrol,3152,2786,305,6243
Volvo,S70,36.90769355,4.5,126.1451613,2344.0,petrol,5198,732,305,6235
Alfa-Romeo,146,18.19842857,5.0,87.71428571,1696.428571,petrol,4155,1503,290,5948
Kia,Rio,22.95871429,6.285714286,80.0,998.0,petrol,3791,1935,220,5946
Daihatsu,Terios,26.19775,4.625,77.0,1495.0,petrol,2939,2757,247,5943
Audi,90,28.379,4.6,91.6,2181.2,petrol,4566,958,186,5710
Mazda,Premacy,23.22409091,4.909090909,82.0,1938.0,petrol,3608,1724,207,5539
Nissan,Patrol,38.48247059,4.882352941,90.94117647,2953.588235,diesel,4446,870,183,5499
Volvo,C70,52.19640625,5.3125,126.5,2323.9375,petrol,3915,1072,429,5416
Nissan,Maxima,34.10357143,4.571428571,121.8571429,2555.285714,petrol,4329,718,214,5261
Audi,Cabriolet,43.9745,4.5,98.0,2309.0,petrol,3135,1844,269,5248
Honda,Integra,17.5296,4.6,78.4,1549.8,petrol,3639,1320,234,5193
Peugeot,505,20.65665217,4.956521739,67.0,2234.26087,petrol,3734,1113,269,5116
Nissan,X-Trail,47.361875,3.75,113.375,1774.8125,diesel,3715,1143,166,5024
Daihatsu,Sirion,14.333375,4.5625,59.875,1183.25,petrol,2174,2516,210,4900
Honda,Legend,69.397,5.0,173.0,3358.666667,petrol,3786,548,213,4547
Peugeot,605,35.25972727,4.727272727,104.6363636,2367.181818,petrol,3612,605,187,4404
Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,petrol,2859,1138,240,4237
Alfa-Romeo,145,17.42714286,5.0,87.71428571,1696.428571,petrol,2836,1172,211,4219
Hyundai,Santa,44.14181818,6.545454545,144.6363636,2242.636364,diesel,3028,1072,111,4211
Honda,Shuttle,30.081,4.0,110.0,2254.0,petrol,2677,1124,279,4080
Mazda,MX-6,30.92666667,4.666666667,110.3333333,2328.333333,petrol,2926,924,193,4043
MG,ZT,42.74666667,5.0,128.5,2548.833333,petrol,3343,408,140,3891
Alfa-Romeo,164,38.39725,4.75,131.0,2652.375,petrol,3213,474,155,3842
Alfa-Romeo,155,23.90933333,5.0,100.6666667,2016.777778,petrol,3002,486,121,3609
Peugeot,305,12.61125,4.5,56.25,1607.25,petrol,2621,737,128,3486
Peugeot,Partner,20.36464286,5.857142857,82.25,1534.392857,diesel,2100,1332,37,3469
Hyundai,Trajet,30.352,4.4,99.0,2117.6,petrol,2343,969,136,3448
Mazda,6,42.66935185,5.907407407,118.1851852,2095.185185,petrol,2748,579,115,3442
Audi,S3,60.87,6.75,228.0,1984.0,petrol,2428,554,155,3137
Mercedes,Viano,57.22905851,5.234042553,120.4255319,2309.340426,diesel,2229,671,208,3108
Ssangyong,Musso,38.79428571,4.428571429,98.57142857,2755.571429,diesel,2338,651,114,3103
Suzuki,Samurai,12.25,5.0,43.0,1325.0,petrol,1715,1070,102,2887
Suzuki,Liana,18.88233333,4.666666667,74.0,1523.333333,petrol,1984,696,167,2847
Renault,9,11.49625,4.75,50.25,1507.5,petrol,1827,855,106,2788
Honda,S2000,55.25,6.0,177.0,1997.0,petrol,2026,488,124,2638
Kia,Carens,31.195,6.0,105.875,1755.75,petrol,1812,734,67,2613
Hyundai,Elantra,19.055,4.6,89.2,1827.8,petrol,2042,484,82,2608
Land-Rover,Defender,108.7471951,7.853658537,207.6097561,2304.97561,diesel,2024,361,169,2554
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,1471,736,100,2307
Hyundai,Matrix,18.513,4.6,76.0,1599.0,petrol,1498,748,57,2303
Toyota,Paseo,15.764,5.0,66.0,1497.0,petrol,1011,1164,113,2288
Honda,Logo,13.382,2.5,48.0,1343.0,petrol,733,1287,106,2126
Ford,Fusion,19.37890909,4.863636364,61.27272727,1470.909091,petrol,1248,826,49,2123
Alfa-Romeo,33,13.818,5.0,66.0,1351.0,petrol,1640,385,77,2102
Mercedes,CLA,46.5274,7.04,131.6,1596.92,petrol,1726,179,77,1982
Honda,Stream,27.935,5.0,103.5,1833.0,petrol,1269,579,125,1973
Fiat,Doblo,25.17006452,5.516129032,79.30645161,1523.741935,diesel,1369,549,54,1972
Aston-Martin,DB7,158.823,4.5,250.0,3228.0,petrol,1665,155,74,1894
Honda,CRX,28.735,4.666666667,100.6666667,1590.0,petrol,1051,608,98,1757
